Arctic						北极
firmly fixed, supported, or balanced; not shaking or moving:牢固固定、支持或平衡；不摇晃或移动
not faltering or wavering; controlled:不踌躇不前；受控
(of a person) sensible, reliable, and self-restrained:（某人的）理智、可靠、有自制力
regular, even, and continuous in development, frequency, or intensity:在发展、频率或强度上有规律的、均匀的和连续的
not changing; regular and established:不变；常规的和建立的
(of a ship) moving without deviation from its course.:（一艘船）在不偏离其航线的情况下移动。
steady |ˈstɛdi| Adjective/Interjection/Noun/Verb/:稳定的,使平稳,稳定地,稳定,平稳
the lighter the camera, the harder it is to hold steady:相机越轻越难拿稳
a steady gaze:坚定的目光
a solid, steady young man:一个稳重的年轻人
a steady decline in the national birth rate:全国出生率稳步下降
I thought I'd better get a steady job:我想我最好找一份稳定的工作

towards a lower place, point, or level:朝向较低的地方、点或水平
used to indicate that something applies to everyone in a certain hierarchy or set:
moving or leading towards a lower place or level:移动或引向较低的地方或水平
downward |ˈdaʊnwəd| Adjective/Adverb/:向下
he was lying face downward:他脸朝下躺着
new rules on sick leave affect employees of all grades, from managers downwards:关于病假的新规定影响所有级别的员工，从经理向下
a downward trend in inflation:通胀呈下降趋势

the path followed by a projectile flying or an object moving under the action of given forces:抛射物飞行或物体在给定力作用下移动的路径
a curve or surface cutting a family of curves or surfaces at a constant angle.:a曲线或曲面以恒定角度切割一系列曲线或曲面。
trajectory |trəˈdʒɛkt(ə)ri| Noun/:弹道,轨道,轨迹
the missile's trajectory was preset:导弹的轨迹是预设的

a strip of wood or stone forming the bottom of a doorway and crossed in entering a house or room:他们的水将达到每升50毫克硝酸盐的安全阈值
a point of entry or beginning:一个入口点或起点
the beginning of an airport runway on which an aircraft is attempting to land.:飞机试图降落的机场跑道的起点。
the magnitude or intensity that must be exceeded for a certain reaction, phenomenon, result, or condition to occur or be manifested:为使某种反应、现象、结果或条件发生或显现而必须超过的量级或强度
the maximum level of radiation or a concentration of a substance considered to be acceptable or safe:最大辐射水平或被认为可接受或安全的物质浓度
the level at which one starts to feel or react to something:人们开始对某事有感觉或反应的程度
a level, rate, or amount at which something comes into effect:某事生效的水平、比率或数量
threshold |ˈθrɛʃəʊld| Noun/:临界点,阈,门槛
he stood on the threshold of Sheila's bedroom:他站在希拉卧室的门槛上
she was on the threshold of a dazzling career:she正处于令人眼花缭乱的职业生涯的门槛上
nothing happens until the signal passes the threshold:直到信号超过阈值才发生任何事情
their water would meet the safety threshold of 50 milligrams of nitrates per litre:他们的水将达到每升50毫克硝酸盐的安全阈值
he has a low boredom threshold:他的无聊门槛很低
the inheritance tax threshold:遗产税起征点

a person's first appearance or performance in a particular capacity or role:一个人以特定能力或角色的首次亮相或表演
denoting the first recording or publication of a group, singer, or writer:表示一个团体、歌手或作家的第一次录音或出版
the first appearance of a debutante in society.:首次亮相社会。
perform in public for the first time:第一次在公共场合表演
(of a new product) be launched:(新产品)推出
(of a company) launch (a new product):（某公司）发布（新产品）
debut |ˈdeɪbjuː| Noun/Verb/:,首次亮相
the film marked his debut as a director:这部电影标志着他作为导演的处女作
a debut album:首张专辑
the Rolling Stones debuted at the Marquee:theRollingStones在Marquee首次亮相
the model is expected to debut at $19,000:该型号预计售价19,000美元
the company is to debut new software:公司将推出新软件

happening or coming immediately:发生或马上来
prepared quickly and with little effort:准备迅速，不费吹灰之力
(of food) processed to allow very quick preparation:(offood)加工以允许非常快速的准备
(of a person) becoming a specified thing immediately:(ofaperson)立即成为指定的东西
urgent; pressing:紧急；10
(in business letters) of the current month:（商业信函）当月
of the present moment.:
a precise moment of time:一个精确的时刻
a very short time; a moment:很短的时间；15
instant coffee.:
instant |ˈɪnst(ə)nt| Adjective/Noun/:立即的,瞬间
the offence justified instant dismissal:该罪行有理由立即解雇
we can't promise instant solutions:我们不能承诺即时解决方案
instant coffee:速溶咖啡
become an instant millionaire:立即成为百万富翁
an instant desire to blame others when things go wrong:
your letter of the 6th instant:你的第六个瞬间的信
come here this instant!:马上过来！
for an instant the moon disappeared:一瞬间月亮消失了

bring one's hand or a tool or weapon into contact with (someone or something) quickly and forcefully:用手或工具或武器快速而有力地接触（某人或某物）
accidentally strike (part of one's body) against something:不小心撞到（身体的一部分）某物
(of a moving object or body) come into contact with (someone or something stationary) quickly and forcefully:（移动的物体或身体）快速有力地接触（某人或某物）
touch or press (part of a machine or other device) in order to work it:触摸或按下（机器或其他设备的一部分）以使其工作
(of a missile or a person aiming one) strike (a target):（导弹或瞄准的人）打击（目标）
be suddenly and vividly realized by:be突然生动地意识到
cause harm or distress to:造成伤害或困扰
(of a disaster) occur in and cause damage to (an area) suddenly:（灾难的）突然发生在（一个地区）并造成损害
attack and rob or kill:attackandroborkill
reach (a particular level, point, or figure):reach（特定级别、点或数字）
be affected by (an unfortunate and unexpected circumstance or event):受（不幸和意外的情况或事件）影响
arrive at or go to (a place):arriveatorgoto(aplace)
(of a product) become available and make an impact on:（产品的）变得可用并对
take effect:生效
give (someone) a dose of a drug or an alcoholic drink.:给（某人）一剂药物或酒精饮料。
